Unnamed: 0,LocalY,Mean Speed,Mean Acceleration,LocalY_leader,Mean Speed_leader,Spacing,Relative Speed,segment_id,Driving Regime
1044068,136.20469,9.14906,-1.08321,155.93984,6.7161,19.735150000000004,-2.4329600000000005,16391,2
346702,275.7687,7.83521,-0.84902,310.44383,6.15169,34.67512999999997,-1.6835199999999997,3665,1
1052848,167.51376,9.91073,-3.97613,186.98463,5.64709,19.47087000000002,-4.263639999999999,16548,2
833814,76.51554,0.61776,0.38105,89.0899,3.71517,12.57436,3.09741,6844,4
1006163,118.60829,4.02314,0.35862,140.82577,5.43043,22.21748000000001,1.4072900000000006,8112,4
745116,408.75856,0.95616,-4e-05,419.5357,0.58219,10.777140000000031,-0.37397,21174,0
624438,114.73682,0.0,0.0,121.74421,0.0,7.007390000000001,0.0,113,5
646894,410.9556,5.0396,-1.18168,421.82796,3.27909,10.872360000000016,-1.76051,9969,2
190762,66.21635,10.28098,-1.26167,98.28791,6.15053,32.07155999999999,-4.13045,3327,2
289544,332.18499,8.99927,0.00235,373.23356,8.75071,41.048569999999984,-0.2485599999999994,8683,0
81149,399.1446,16.99774,-0.71582,422.36389,15.1239,23.21929,-1.8738399999999995,1650,2
365809,199.22188,0.0,0.0,207.62421,0.0,8.402330000000006,0.0,56,5
774161,375.0421,6.28895,1.24378,397.73654,9.36061,22.694439999999982,3.07166,11881,3
759339,240.07771,0.0,0.0,247.61476,0.0,7.537049999999994,0.0,146,5
714106,246.16643,4.57223,0.00218,259.2565,4.86797,13.090070000000026,0.2957399999999994,20344,0
212253,160.90277,1.41795,-2.03883,167.74098,0.0,6.838210000000004,-1.41795,3588,2
281982,360.91265,5.47889,1.25282,382.66067,6.21889,21.74802,0.7400000000000002,2372,4
366728,241.74682,6.06997,0.08307,259.02153,5.59477,17.27470999999997,-0.4752,10905,0
174137,146.60362,8.45235,-0.97569,161.56997,6.85154,14.966350000000006,-1.6008099999999992,3097,2
1000459,82.19866,3.2199,0.88208,99.45516,4.55264,17.256500000000003,1.3327400000000005,8072,4
1000597,104.50784,1.92712,0.91577,117.05058,3.22675,12.542739999999997,1.29963,8073,4
381178,350.17407,6.71158,0.00335,367.32803,6.09625,17.15396000000004,-0.6153299999999993,4079,1
932934,136.16269,2.54081,-0.48543,146.59883,2.9974,10.436139999999996,0.4565899999999998,14527,2
133445,176.76745,3.04509,-1.62193,184.76959,0.30302,8.002139999999997,-2.74207,2471,2
796401,227.57423,0.0,0.0,234.98223,0.0,7.407999999999987,0.0,167,5
927749,90.23222,8.06484,-0.53384,126.24363,7.92604,36.01141,-0.1387999999999998,14466,2
624497,114.73682,0.0,0.0,121.82734,0.4278,7.090520000000012,0.4278,113,5
760098,234.87877,0.0,0.0,240.07771,0.0,5.198939999999993,0.0,147,5
544619,216.29973,0.91154,-0.00045,226.89755,1.0709,10.597819999999984,0.1593599999999999,15929,0
581868,207.12719,3.50944,1.68673,217.16424,4.1224,10.037049999999994,0.6129599999999997,9159,3
1018588,229.24556,7.55962,2.34156,244.83385,5.57569,15.58829,-1.98393,15773,3
826217,261.62691,11.04559,1.96924,269.04024,6.80334,7.413329999999973,-4.24225,12559,3
762879,98.5202,5.43067,-0.79797,109.05054,5.85009,10.530339999999995,0.4194199999999997,11925,2
515186,190.88811,8.64299,0.1018,215.74294,6.36609,24.854829999999996,-2.2768999999999995,5476,1
872577,192.3362,1.9821,-0.78739,198.82656,1.52572,6.49036000000001,-0.45638,13503,2
809023,101.04339,2.56905,0.97751,119.00619,5.77246,17.9628,3.20341,12307,3
72376,244.13771,14.22726,1.28965,286.59045,15.3887,42.45273999999998,1.1614400000000007,676,4
29601,167.36871,17.00151,0.75783,200.66647,17.30309,33.29776000000001,0.3015800000000013,640,3
911005,234.30473,11.8292,-1.99733,246.41853,9.13436,12.113799999999998,-2.694840000000001,14230,2
218374,92.63511,0.0,0.0,103.4537,0.0,10.81859,0.0,25,5
368219,112.17618,5.22154,-0.56276,122.61139,5.24159,10.435209999999998,0.0200500000000003,6022,2
